Unnamed: 0,Company,Title,Career,Mainjob,Qualified,Preference,Welfare,Skill,Tag,Deadline,Location,URL
634,엔젤 스윙,정부 사업 매니저,,정부 과제 공공기관 정부 기관 지자체 대상 개발 역할 사업 계획 작성 협약 진행 과제 관리 예산 정산 실적 성과 관리 신규 과제 발굴 기획 정부 포상 특허 관리,자격 요건 정부 과제 관리 한글 활용 기술 분야 이해도 관심 외부 커뮤니케이션,혜택 복지 근무 조건 채용 형태 정규직 기간 개월 근무 장소 드림 플러스 강남 강남역 도보 근무 시차 출퇴근 오전 시시 출근 오후 시시 퇴근 채용 절차 서류 전형 직무 인터뷰 온라인 조직 문화 인터뷰 진대 레퍼런스 체크 처우 협의 최종 합격,복지 정보,,유연 근무 설립 워크샵 위인,마감 일상 채용,드림 플러스 강남 강남역 인근,https://www.wanted.co.kr/wd/224179
635,이어트,닥터 헤어 영업 기획 데이터 분석 담당,,영업 전략 기획 브랜드 채널 통합 관점 프로모션 전략 수립 신규 채널 입점 검토 입점 제안 채널 특성 상품 운영 기획 입점 제안 프로모션 성과 분석 인사이트 도출 상품 채널 판매 데이터 수집 관리 주요 상품 세트 판매 현황 추이 분석 프로모션 캠페인 매출 고객 구매 행동 요인 분석 조직 지표 관리 브랜드 채널 매출 계획 수립 이익 관리 마케팅 고객 관련 데이터 대시보드 구축 관리 유관 협업 부서 데이터,자격 요건 소비재 분야 브랜드 마케팅 트레이드 마케팅 뷰티 커머스 트렌드 대해 이해도 리테일 오프라인 이해 판매 전략 수립 리테일 데이터 통해 비즈니스 인사이트 도출 포트폴리오 제출 필수 본인 담당 레퍼런스 중심 범위 기여 역할 상세 기재 요망,우대 사항 데이터 분석 통계 방법 전문 지식 수학 통계학 관련 학과 전공 분석 도구 등를 활용 판매 데이터 관리,혜택 복지 이어트 성장 성과 센티 도서 교육 만원 오프라인 교육 도서 구입 사내 추천 인재 추천 추천 상금 최대 만원 부서 활동 활동 컬처 데이 프로그램 통해 문화 활동 영어 이름 사용 자유 상호 존중 수평 조직 문화 지향 효율 최적 환경 해피 먼데이 제도 월요일 오후 출근 하이브리드 근무 제도 운영 시차 출퇴근 제도 맥북 그램 최신 장비 야근 식대 야근 교통비 외근 회사 교통카드 법인 차량 크루 짝꿍 프로그램 활동 선정릉역 도보 이내 위치 사무실 속도 휴식 여유도 휴가 장기 근속 유급 휴가 최대 휴가 연차 별도 유급 휴가 휴가 대체 휴가 평일 야근 주말 무시 근로기준법 대체 휴가 타운 홀임 직원 전용 휴식 공간 간식 커피 구비 문화 가비 만원 체력 병원 문화 생활비 여행 경비 최선 복지 위해 사비 선물 건강 검진 만원 생일 포인트 자사 제품 구입 포인트 만원 제품 자사 제품 직원 할인 입사 웰컴 선물 명절 선물 명절 설날 추석 상품권,,휴가 비자유 휴가 커피 스낵바 유급 휴가 자기계발 보너스 건강검진 단체 보험 재택근무 유연 근무 상위 설립,마감 일상 채용,서울 강남구 봉은사로 빌딩,https://www.wanted.co.kr/wd/232186
636,트래블 월렛,프로 매니저,,트래블 월렛 트래블 페이 서비스 앱웹를 기획 설계 지표 개선 디자인 개발 운영 간의 소통 협업 일정 조율 커뮤니케이션 진행 설계 제품 결과 도출 전반 관리 서비스 단위 커뮤니케이션 디자인 조직 협업 관리,자격 요건 관련 서비스 기획 서비스 런칭 운영 프로세스 데이터 의사결정 이해 논리 분석 사고 커뮤니케이션 문제 해결 위해 인원 리딩,우대 사항 데이터 분석 인사이트 도출 기초 수준 개발 지식 금융 테크 서비스 이해도 연관,혜택 복지 환경 선릉역 도보 거리 위치 출퇴근 시차 출퇴근 운영 연차 차시 눈치 보지 사용 자율 복장 출근 신규 입사 웰컴 키트 물품 협업 사용 장비 맥북 프로 듀얼 모니터 소프트웨어 라운지 이용 커피 공유 오피스 근무 분기 타운 미팅 통해 주요 이슈 사항 경영 현황 공유 혜택 복지 협의 통해 현금 복지 카드 회사 단체 보험 가입 실손 보험료 건강검진 유급 생일 조기 퇴근 제도 운영 도서 교육비 매월 동호회 활동 조기 퇴근 명절 생일 선물,,동호회 휴가 건강검진 커피 스낵바 단체 보험 자기계발 유연 근무 설립 누적 투자 상위,마감 일상 채용,서울시 강남구 테헤란로 스파크 플러스 선릉 호점,https://www.wanted.co.kr/wd/231480
637,스탠바이,서비스 기획,,서비스 기획 서비스 모니터링 개선 사항 전반 운영 관리 변호사 엔지니어 마케터간 협업 서비스 사용성 향상,자격 요건 모바일 기획 보유 문제 해결 분석 사고 커뮤니케이션 팀워크 변호사 엔지니어 마케터 분야 전문가 부서 커뮤니케이션,우대 사항 서비스 기획 관련 포트폴리오 제출 소프트웨어 서비스 이해도,혜택 복지 출퇴근 연차 관련 유연근무제 출근 퇴근 연차 제도로 근무시간 사용 최대 공식 개인 용무 위해 사용 점심시간 사용 수도 운동 지인 식사 제한 사용 근로 계약 관련 포괄 임금 기준 근로 계약 체결 추가 근무 발생 경우 단위 추가 무수 추가 무시 저녁 식대 심야시간 퇴근 경우 귀가 택시 추가 근무 내용 살짝 걱정 스탠바이 하루 집중 근무 장려 야근 걱정 퇴직 연금제 도입 퇴직 연금 별도 입사 이후 월급 별도 매달 통장 차곡차곡 퇴직금 회사 생활 관련 수평 문화 직급 대신 이름 호칭 과자 음료 소세지 핫바 간식 거리 요즘 서적 공부 위해 도서 무제한 구입 복장 출근 츄리닝 맨발 슬리퍼 법적 사내변호사 도움 리걸 테크 스타트업 최고 복지 예상 구성원 혜택,,휴가 자기계발 유연 근무 대지 커피 스낵바 산업 기능 요원 설립 업계 평균,마감,서울특별시 강남구 테헤란로 타워,https://www.wanted.co.kr/wd/237150
638,슈퍼 센트,주니어 글로벌 매니저,신입,직무 요약 슈퍼 센트 글로벌 사업 합류 해외 사업 인재 주니어 글로벌 매니저 퍼블리셔 로서 슈퍼 센트 글로벌 개발 관계 구축 슈퍼 센트 비즈니스 목표 부합 게임 발굴 포트폴리오 확장 역할 해당 포지션 게임 업계 로서 전문 축적 기회 슈퍼 센트 비즈니스 목표 부합 신규 게임 발굴 개발자 네트워크 파트너 관리 글로벌 신규 개발 소싱 라이선스 계약 진행 시장 조사 분석 하이퍼 주얼 게임 업계 최신 동향 파악 잠재 파트너 사의 포트폴리오 컨셉 기획서 프로토타입 평가 내부 제안,자격 요건 게임 열정 게임 매력 중독 요소 이해 보유 잠재 게임 인수 정보 수집 분석 방식 결과 제시 보유 비즈니스 수준 영어 구사 인의 이해관계자 커뮤니케이션 협상 보유 속도 진행 환경 순위 처리 멀티태스킹 보유,우대 사항 게임 업계 게임 소싱 게임 개발 게임 퍼블리싱 분야 보유 해외 거주 서양 문화 관련 이해도 친화력 데이터 의사 결정 분석 문제 해결 결과 지향 측정 목표 달성 실적,혜택 복지 음료수 간식 건강검진 점심 저녁 식대 무제한 연차 휴가 제도 제출 내용 허위 사실 자격 충족 경우 합격 취소 제출 내용 학교 현직 회사 영업비밀 침해 내용 유의 장애인 국가 유공 취업 보호대 상자 관계 법령 우대 채용 절차 정화 법률 제조 최종 합격자 제외 구직 대상 제출 채용 서류 반환,,식대 커피 스낵바 건강검진 무제한 연차 누적 투자 업계 평균 설립,마감 일상 채용,송파구 올림픽로 삼성 생명 잠실 빌딩,https://www.wanted.co.kr/wd/234937
639,딜리,사업 기획,신입,이커머스 플랫폼 명칭 히어로 사업 기획 운영 총괄 조직 관리 본부 리딩 출판 매파 케팅 데이터 분석 전략 수립 실행 관리 주도 재무 재무 목표 관리 액션 플랜 수립 실행 급사 개발 관리,자격 요건 이커머스 플랫폼 사업 오프라인 유통 근무 딜리 오프라인 사업 전반 이해도 보유 신분 주요 지표 데이터 이해도 보유 신분,우대 사항 외식 오프라인 유통 커머스 우대 상품 데이터 분석 기획 보유 책임감 신분 조직 관리 프로젝트 리딩 보유 이커머스 이해 근무 보유 구매 상품 기획 마케팅 보유,혜택 복지 자유 서로 존중 분위기 연차 사용 직급 문화 히어로 호칭 강제 회식 꼰대 문화 정장 복장 동기부여 보상 직무 센티 최대 휴가 생일 청년 내일 공제 적극 명정 선물 데이 원일 근무 환경 간식 커피 빙기 자율 회의 회식비 효율 듀얼모니터 사무기기 구매 지하철 도보 자기개발 적극 도서 무제한 사내 스터디 비용 직무 맞춤 교육,,보너스 휴가 자기계발 커피 스낵바 재택근무 설립 아기 유니콘,마감 일상 채용,상원 유앤아이 빌딩,https://www.wanted.co.kr/wd/233398
640,넷마블,정책 담당자,,국내 해외 게임 서비스 론칭 운영 종료 관련 컴플라이언스 전반 검수 등급 분류 이용 약관 서비스 운영 관련 정책 개정 검토 이용자 분쟁 관련 자문 대응 리스크 관리 이슈 대응 정책 수립 시행,자격 요건 게임 유사 업계 근무 정책 부서 컴플라이언스,우대 사항 게임 산업 게임 서비스 과정 관련 이해도 관련 게임 산업 전자상거래 정보통신망 체계 해석 이해도 이용자 분쟁 관련 대응 외국어 보유 비즈니스 수준,혜택 복지 선택 근로 시간제 코어 타임 연차 제도 연차 사용 호칭 제도 수평 문화 연간 만원 상당 복지 포인트 명절 도비 경조사 특별 휴가 장기 근속 휴가 상금 콘도 숙박시설 이용 퇴근 교통비 직원 배우자 종합 검진 의료 단체 상해 보험 생일 쿠폰 임산부 임신 기간 단축 근무 근무 실시 가족 휴가,,의료 편의 시설 유망 산업 복지 포인트 상위 설립 어린이 유연 근무,마감 일상 채용,서울특별시 구로구 디지털로 넷마블,https://www.wanted.co.kr/wd/226385
641,코딧,경영 매니저,,세금 계산서 발행 매출 지표 관리 비품 환경 회사 외부 계약 행정 서류 전반 회사 비용 입출금 이사회 주주 총회 회계 감사 결산 일반 사무 수행,자격 요건 대학교 졸업 관련 컴퓨터 활용 세무 회계,우대 사항 유관 분야 커뮤니케이션 협업 보유 정부 사업 관리 문제 주도 해결 긍정 능동 마인드 보유 상황 스타트업,혜택 복지 최신 기기 환경 삼성역 근처 사무 공간 점심 저녁 간식 음료 자율 복장 직급 소통 연차 사용 조휴 근속 차별 선물 휴가 성과 상여금 명절 생일 선물,,휴가 커피 스낵바 보너스 편의 설명 설립 선도 기업 업계 평균 스톡옵션,마감 일상 채용,서울특별시 영등포구 여의도동 국제 금융,https://www.wanted.co.kr/wd/183130
642,로보틱스 배민 로봇,영업 담당자 신입 계약,신입,영업 영업 운영 전반 고객 요청 영업 현황 데이터 분석 계약서 문서 관리,자격 요건 영업 열정 대인관계 커뮤니케이션 영업 유관 부서 협업 구글 스프레드 시트 활용 활용,우대 사항 렌탈 리스 산업 영업 스타 팀웍 중시 스타트업 성장 변화 성장 희망 성장 위해 지속 노력 책임감 바탕 존중 배려 마음 적극 긍정 마인드 협업,혜택 복지 출근 부서 시차 출퇴근 시행 사이 출근 연차 무제한 연차 사용 신규 입사 수습 해제 간식 집중 자기개발 도서 전액 직무 관련 교육 수강 교육비 근무 경우 저녁 식비 심야 출퇴근 택시 저녁 이후 퇴근 오전 이전 출근 오피스 건물 차비 일상 복지 포인트 사용 주택 자금 대출 신용 대출 생활 안전 자금 이자 생일 명절 축하 감사 의미 상품권 선물 구성원 건강 가족 위해 자녀 출산 엄마 아빠 산후조리원 만원 만원 상당 건강검진 단체 상해 보험 가입 본인 배우자 양가 부모님 자녀 가입 예비 엄마 아빠 정기 검진 유급 휴가 배우자 어린이집 매년 추첨 순위 당첨 발표 고용 형태 계약 수습 기간 개월 계약 기간 만료 종료 원칙 별도 계약 계약 연장,,어린이 대출 휴가 커피 스낵바 자기계발 원유 휴가 건강검진 원유 연근 무식 업계 평균 설립,마감 일상 채용,서울시 송파구 충민로,https://www.wanted.co.kr/wd/225231
643,피아 코퍼레이션,재무회계 담당자,,분기 결산 재무제표 작성 계약서 작성 관리 부가세 법인세 신고 관리 입출금 관리 법인 카드 사용 관리 매입 매출 세금 계산서 인보이스 발행 관리 회사 홍콩 태국 회계 자금 관리 경영 전반,자격 요건 재무회계 경리 관련 광고대행사 오피스 엑셀 사용자,우대 사항 광고대행사 업계 재무회계 경리 관련 스타트업 신분,혜택 복지 최신 장비 자율 복장 생일 연차 연차 제도 커피 음료 무제한,,커피 스낵바 보너스 유연 근무 하인 설립,마감 일상 채용,강남구 봉은사로,https://www.wanted.co.kr/wd/229194
644,스토어 링크,웹앱 서비스 기획,,담당 하나요 구매 체험 출시 기획 프로젝트 운영 광고주 통합 대시보드 기획 디지털 마케팅 이해 온라인 플랫폼 서비스 기획 런칭 이해관계자 요구사항 체계 수집 서비스 운영 정책 수립 기능 정의 개발자 디자이너 협력 프로 요구사항 구현 서비스 개선 지표 관리 분석,자격 요건 조건 프로젝트 서비스 기획 웹앱 서비스 기획 출시 개발 디자인 마케팅 비즈니스 전반 대해 이해 이해관계자 소통 합의 화면 설계서 스토리보드 요구사항 정리 정책 수립 기획서 작성 이해관계자 커뮤니케이션 서류 제출 아래 내용 추가 주도 수행 프로젝트 대하 작성 내용 이력서 상단 추가 주시 글자 자유 다사전 과제 요청 이유 이력서 검토 소요 주도 프로젝트 매우 내용 재해 주시 원자 서류 더욱 정성껏 검토 깊이 대화,우대 사항 더욱 국내 주요 이커머스 채널 마케팅 대해 이해도 서비스 기획 출시 서비스 기획 활용 데이터 분석 데이터 서비스 기획 사용,혜택 복지 최상 환경 온보딩 멘토링 프로그램 환경 도움 점심 식대 출근 법카 점심 식대 프리미엄 건강검진 만원 상당 검진 비용 건강검진 휴가 교육 성장 프로그램 외부 교육 적극 도서 도서 마음껏 구매 요청,,식대 건강검진 유연 근무 커피 스낵바 설립 업계 평균,마감 일상 채용,중구 중림로 스토어 링크,https://www.wanted.co.kr/wd/238708
645,폴라리스,경영,,회계 재무 회계 재무 원가 세무 회계 관리 자금 계획 수립 집행 관리 외부 감사 회계감사 대응 투자 대응 재무 실적 보고 회계 이슈 대응 자금 관련 총무 포항 서울 대구 경산 사내 인프라 건물 시설 설비 관리 구매 계약 비품 자산 관리 내부 시스템 운영 관리 주주총회 이사회 운영 사항 관리 병역 특례 사업 관리 법인 인증 관리 지사 자회사 관리 국책 사업 관리 국책 과제 사업 관리 급여 퇴직금 보험 연말정산 천세 스톡옵션 사주 전반 검토 운영 경영 전반 운영 총괄 지사 자회사 관리 경영 프로세스 개선 효율,자격 요건 학사 졸업 경영 부서 실무 자체 기장 적극 프로세스 구축 개선 주도 부서 인원 커뮤니케이션 보유 사용,우대 사항 직무 수행 스타트업 재직 입사 제출 서류 이력서 소개 필수 기술 필수 용기 개월 평가 결과 정규직 전환 결정,혜택 복지 연차 사유 사용 집중 음료 커피 간식 무제한 자기계발 도서 직무 발명 보상 제도 운영 회사 로고 실용 아이템 선물 유니폼 가방 회식 취향 동료 듀얼모니터 필요 장비 가족 명절 선물 제외 자유 복장 효율 요타 지역 포항 본사 근무 지역 채용 만원 주거,회계 관리,자기계발 커피 스낵바 대지 유망 산업 유연 근무 보너스 건강검진 설립 휴가 업계 평균 스톡옵션,마감 일상 채용,용산구 청파로 전자랜드 신관,https://www.wanted.co.kr/wd/239345
646,어스 얼라이언스,경영 관리 파트 재무,,재무 자금 출납 증비 적정 검토 외화 입금 현황 관리 단위 정산 총괄 관리 세무 보험 관리 급여 테이블 작업 현금영수증 발행 관리 세금 계산서 발행 수취 관리 분기 단위 세금 신고 부가세 신고 법인세 신고 동반 관리 더존 분개 전표 처리 보조 투자 외부 감사 대응 포트 관련 포트 내부 투자 자산 관리,자격 요건 재무 리더 경영 관리,우대 사항 금융기관 출신 우대 유관 학과 전공자 재무 기획 재무 세무 투자 자격증 우대,혜택 복지 어스 인재 어스 금융 크리에이터 접목 세상 열정 패기 개인 조직 성장 성과 보상 부자 열망 어스 혜택 복지 어스 얼라이언스 개인 조직 성장 집중 인재 구성 어스 지속 성장 위해 혁신 인재 경영 바탕 업계 최고 수준 보상 제안 어스 최고 인재 최고 보상 기회 분기 성과 연동 센티 기회 어스 몰입 최상 환경 조성 휴식 위해 점심시간 어스 식비 부담 제로 혜택 매월 중식 식대 별도 상시 스낵바 간식 커피 어스 복지 명절 생일 축하 이벤트 상품권 조휴 경조사 어스 도약 충전 기간 특별 휴가 해외 견학 근속 년차 유급 휴가 해외 견학 만원 어스 배움 성장 상시 교육 국내 최고 금융 전문가 금융 재테크 교육 프로그램 상시 참여 사내 임원 외부 셀럽 전문 강사 교육 세미나 정기,,커피 스낵바 유급 휴가 보너스 자기계발 설립 선도 기업 업계 평균,마감,서울 마포구 양화로,https://www.wanted.co.kr/wd/239004
647,브레인 커머스,잡플래닛,,구성원 몰입 최적 환경 자산 비품 구매 관리 유무 자산 자산 포함 구매 렌탈 관리 구매 프로세스 개선 비용 절감 방안 제안 업체 소싱 선정 계약 관리 환경 관리 개선 오피스 시설 관리 오피스 운영 간식 구매 관리 등기우편 관리 주차 관리 인테리어 공사 시설 보안 출입 시스템 물리 보안 관리 네트워크 환경 인프라 구축 경영 헬프 데스크 하드웨어 트러블 슈팅 복리 후생 사내 행사 법인 카드 총무 비용 관리 환경 관련 문의 요청 사항 대응,자격 요건 관련 전산 환경 복합기 네트워크 환경 관리 주도 방향 방법 제안 논의 상대방 관점 이해관계 이해 커뮤니케이션 기존 방식 개선 응용 프로세스 효율 구축 규모 조직,우대 사항 정보보안 담당자 협업 인증 수행,혜택 복지 단위 시차 출퇴근 오전 오전 사이 자율 출퇴근 마지막 금요일 하프 데이 생일 회사 생일 하프 데이 기본 연차 별도 여름 휴가 단위 연차 사용 눈치 보지 휴가 사용 야근 교통비 식대 오늘 내일 올해 내년 개발 세미나 포럼 교육 참석 관련 도서 구매 잡플래닛 멤버 소사 걱정 사비 직원 회사 건강검진 의료 걱정 단체 상해 보험 가입 커피 음료 간식 무제한 내부 직원 추천 제도 실력 인재 추천 보상금,,식대 의료 건강검진 커피 스낵바 설립 선도 기업 상위 인원,마감 일상 채용,서울 강남구 테헤란로,https://www.wanted.co.kr/wd/238752
648,트랄라랩,게임 사업,,무트 조이시티 자회사 블록 체인 게임 사업 스타트업 현재 중인 사업 포지션 블록 체인 관련 지식 일절 요구 게임 퍼블리싱 운영 사업 관련 담당 조이시티 핵심 주도 운영 퍼블리싱 하이퍼 주얼 보드게임 성장 합류 게임 출시 일정 프로 관리 개발 협력 조율 이벤트 운영 전략 수립 실행 플레이 테스트 피드백 라이브 지표 개선 사항 도출 운영 게임 업계 최신 동향 파악,자격 요건 유관 담당 프로젝트 개선 사항 스스로 추진 전문성 열정 게임 테스트 데이터 수집 분석 방식 결과 제시 순위 사업 목표 논리 사고,우대 사항 더욱 게임 초기 개발 출시 주도 관리 운영 신분 서비스 중인 게임 통계 분석 가공 문제점 해결 개선 데이터 의사결정 분석 문제 해결 결과 지향 측정 목표 달성 실적,혜택 복지 문화 복지 요트 구성원 문화 과정 합류 실험 시도 통해 여정 직급 영어 이름 소통 커뮤니케이션 코어 워킹 타임 자율 출퇴근 하이브리드 근무 제도 재택 혼합 근무 운영 일과 가정 몰입 전제 자율 연차 사용 동반 성장 직무 관련 도서 구입 세미나 컨퍼런스 참여 학습 환경 위해 점심 식대 개별 사양 장비 경조사 통해 구성원 기쁨 슬픔 위치 동료 트랄라랩 합류 여정 서류 전형 과제 전형 직무 인터뷰 컬처 인터뷰 처우 협의 서류 전형 가지 절차 후보자 대해 자유형 이력서 기술 제출 직무 인터뷰 후보자 기술 내용 진행 합류 동료 인터뷰 참석 컬쳐 인터뷰 후보자 문화 트랄라랩 문화 가지 상호 트랄라랩 관심 성장 의지 가치관 확인 과정 영진 인터뷰 참석 처우 협의 처우 입사 일정 협의 유의 내용 전형 진행 허위 사실 경우 전형 진행 취소 취업 보호대 상자 관련 법규 의거 우대 제출 서류 개인정보 정보 확인 참고 정보 서로 개월 싱크 수습 기간,,유망 산업 봉상 위인 설립,마감 일상 채용,경기도 성남시 분당구 판교역 로번,https://www.wanted.co.kr/wd/231337
649,코코,,,코지 디바이스 탑재 펌웨어 코코 유기 작동 관리 코지 디바이스 국가 고객 충족 펌웨어 개선 코지 데이터 활용 지속 고민 데이터 플랫폼 구현 순위 관리,자격 요건 프로 프로 매니저 서비스 기획 부서 의사소통 이해관계 조율 고객 최고 항상 고민 데이터 문제해결,우대 사항 디바이스 출시 운영 전반 프로세스 보신 자주 교육 관심 해외 제품 서비스 출시 운영 과정 보신,혜택 복지 시시 사이 출근 코어 타임 시시 외근 야간 근무 교통비 카카오 비즈니스 이용 야근 저녁 식사 최신 장비 관련 신청 도서 구매 직무 개발 교육비 생일 선물 조휴 조비 명절 선물 통신비 부서 상이 무제한 카페테리아 운영 빌딩 분기 회식비 자사 브랜드 직원 특별 할인 사내 추천 제도 운영 상금 만원,,통신비 자기계발 커피 스낵바 설립 누적 투자 유연 근무 편의 시설 대지 상위,마감 일상 채용,서울특별시 강남구 삼성로 대치동 브이 에스 빌딩,https://www.wanted.co.kr/wd/230106
650,티크 리미,신규 플랫폼 서비스 기획,,프로젝트 홍보 신규 플랫폼 서비스 기획 사용 합리 서비스 구축 토큰 경제 모델 대해 연구 가상 자산 트렌드 선제 파악 프로젝트 방향성 지속 제시,자격 요건 가상 자산 시장 열정 이해 서비스 기획 포트폴리오 제출 필수,우대 사항 광고 상품 사용 이해도 페이스북 광고 네이버 광고 문제점 분석 문제점 해결 제시,혜택 복지 점심 식대 금요일 조기 퇴근 근무 자기계발 교육 서적 구매 만원 복리 후생 보험 퇴직금 연차,,유망 산업 자기계발 하인 보너스 설립,마감 일상 채용,서울 중구 세종 그랜드 센트럴,https://www.wanted.co.kr/wd/201906
651,슈퍼 센트,해외 사업 개발,,슈퍼 센트 글로벌 비즈니스 전략 수립 실행 해외 시장 조사분 시장 동향 파악 해외 지사 설립 지사 운영 관련 관리 인사 제반 수행 슈퍼 센트 지사 프로세스 세팅 유관 부서 커뮤니케이션 진행 현지 파트너 정부 기관 관계 구축 유지 네트워크 활동,자격 요건 관련 직무 해외 근무 관련 결격 사유 도전 의식 시장 분석 전략 사고 보유 비즈니스 수준 영어 구사 인의 이해관계자 커뮤니케이션 협상 보유,우대 사항 게임 업계 근무 동남아시아 시장 이해도 베트남 근무 베트남어 사용 게임개발 관련 기술 성공 해외 비즈니스 구축 사례 보유 변화 시장 환경 비즈니스 기회 캐치 사업 모델 발전 보유,혜택 복지 음료수 간식 건강검진 점심 저녁 식대 무제한 연차 휴가 제도 제출 내용 허위 사실 자격 충족 경우 합격 취소 제출 내용 학교 현직 회사 영업비밀 침해 내용 유의 장애인 국가 유공 취업 보호대 상자 관계 법령 우대 채용 절차 정화 법률 제조 최종 합격자 제외 구직 대상 제출 채용 서류 반환,,식대 커피 스낵바 건강검진 무제한 연차 누적 투자 업계 평균 설립,마감 일상 채용,송파구 올림픽로 삼성 생명 잠실 빌딩,https://www.wanted.co.kr/wd/234935
652,위메이드,게임 사업 퍼블리싱,,미르 미르 나이트 크로우 국내외 라이브 서비스 신규 프로젝트 서비스 론칭 상세 모바일 게임 론칭 라이브 서비스 프로젝트 전략 수립 관리 게임 유저 데이터 분석 현황 파악 방향성 제시 게임 사업 분석 관리 국내외 시장조사 분석 인사이트 제시 개발 서비스 협업 부서 커뮤니케이션 진행 외부 스토어 파트너 협업 진행,자격 요건 모바일 게임 사업 국내 글로벌 대상 라이브 게임 서비스 지표 관리 분석 통해 현황 파악 문제 해결 보유 내외 유관 부서 협업 커뮤니케이션,우대 사항 영어 일어 외국어 보유,혜택 복지 조식 중식 건강검진 단체 보험 사내 카페 복지 카드 가룸 수면 실수 유실 스포츠 센터 휴양 시설 제휴 장기 포상 배려 존중 최고 동료 취향 기분 마음 메뉴 선택 식사 포인트 최상 원두 전문 바리스타 카페테리아 커피 음료 무료 마음껏 수면 샤워 유실 스포츠 센터 위메이드 편의 시설 연간 만원 복지 포인트 문화 취미 생활 일과 생활 균형 위해 연차 사용 경조사 경조 원금 유급 휴가 단체 보험 가입 종합 건강검진 독감 예방접종 건강 일해 가족 종합 건강검진 자녀 진학 부담 입학 축하 대학교 학자금 휴식 위해 레지던스 리조트 회원 준비 위메이드 기여 장기 근속 위메이드 상금 전형 절차 서류 전형 실무 면접 임원 면접 최종 합격 서류 전형 경우 합격자 개별 직무 면접 전형 과제 전형 추가 면접 결과 확정 처우 협의 입사 포함 완료 최종 합격 결정 공고 격자 채용 마감 장애인 국가 보훈 대상자 관계 법령 의거 우대 내용 사실 경우 합격 입사 취소,,편의 시설 단체 보험 커피 스낵바 건강검진 복지 포인트 유급 휴가 유망 산업 상위 설립 누적 투자 선도 기업 산업 기능 요원,마감,경기도 성남시 분당구 대왕판교로 번길 위메이드 타워,https://www.wanted.co.kr/wd/227105
653,밀리 서재,경영 전략 사업 개발 매니저,,영기획 영기획 소속 영기획 콘텐츠 마케팅 협업 도서 스토리 사업 전반 전사 레벨 전략 발굴 담당 산업 트렌드 시장 분석 성장 전략 수립 신규 사업 개발 전략 구체화 실행 방법 도출 프로젝트 기획 매니 징해 사업 제휴 전략 제휴 전략 투자 담당,자격 요건 전략 기획 사업 개발 관련 부문 관련 보유 콘텐츠 플랫폼 사업 관심 이해도 사업 기회 발굴 구체 실행 프로젝트 기획 추진 보유 논리 분석 사고 주도 문제해결 성과 내외 커뮤니케이션 협업,우대 사항 창업 스타트업 플랫폼 콘텐츠 기업 전략기획 우대 프로젝트 직접 기획 리딩 우대 기업가 치평 전략 제휴 컨설팅 기업 대기업 전략 사업 제출 서류 기술 포함 국문 이력서 필수 제출 사항 이력서 실무 담당 바탕 작성 형식 권장 전형 과정 서류 전형 면접 직무 면접 임원 처우 협의 최종 합격 면접 진행 위해 사전 과제 요청 드릴,혜택 복지 밀리 밀리 방식 만듭니 추구 시행착오 실수 인정 결과 만들기 위해 학습 동료 도전 밀리 비밀 소통 공유 수평 동료 신뢰 존중 동료 신뢰 퍼포먼스 유지 합리 모든 제도 밀리 자율 상대평가 최고 보상 경청 논란 일이 생각 근무 환경 복리 후생 스타일 출근 퇴근 스타일 조절 집중 근무 법정 근로시간 초과 경우 단위 근무 수당 집중 충전 여름 겨울 회의 직원 연차 소진하 집중 휴식 취합니 매월 수요일 전사 휴식 간의 유급 안식 휴가 생일 식구 선물 생일 유급 휴가 워킹맘 휴가 동료 응원 동료 여행 경비 매달 문화 행사 밀리 투게더 운영 회식 일터 만들기 위해 다방면 점심 식사 야근 저녁 식사 비용 매월 참여 식구 시상 출퇴근 집중 사지 원금 생리 휴가 이용 수당 회사 현황 사적 공유 밀리 리뷰 통해 회사 궁금증 해소 무한 성장 자기계발 밀리 서재 주요 개발 언어 프론트엔드 백엔드 안드로이드 데이터 베이스 인프라 밀리 서재 다양성 존중 취업규칙 통해 출신 성별 나이 장애 인종 종교 가족 형태 정체 일체 차별 금지 입사 과정 사실 은폐 거나 허위 내용 작성 진술 경우 채용 취소 장애인 국가 유공 관계 법령 우대 밀리 서재 계약 기간 개월 운영,,유급 휴가 자기계발 설립 선도 기업 상위 인원,마감 일상 채용,서울시 마포구 양화로 세아 타워,https://www.wanted.co.kr/wd/238829
